PericopeID^ReferenceRange
740^romans 8:18 - luke 1:26
741^luke 1:26 - luke 1:5
742^luke 1:5 - 3john 1:5
743^3john 1:5 - acts 5:33
744^acts 5:33 - 2corinthians 8:1
745^2corinthians 8:1 - romans 2:14
746^romans 2:14 - james 1:1
747^james 1:1 - luke 12:33
748^luke 12:33 - mark 8:22
749^mark 8:22 - matthew 9:27
750^matthew 9:27 - luke 24:47
751^luke 24:47 - 2thessalonians 3:6
752^2thessalonians 3:6 - matthew 10:5
753^matthew 10:5 - matthew 6:1
754^matthew 6:1 - romans 13:11
755^romans 13:11 - 1corinthians 1:18
756^1corinthians 1:18 - hebrews 12:4
757^hebrews 12:4 - acts 23:11
758^acts 23:11 - romans 11:1
759^romans 11:1 - romans 1:18
760^romans 1:18 - revelation 19:1
761^revelation 19:1 - 2corinthians 9:1
762^2corinthians 9:1 - romans 3:1
763^romans 3:1 - romans 8:28
764^romans 8:28 - acts 17:30
765^acts 17:30 - 1timothy 6:6
766^1timothy 6:6 - 1timothy 6:6
767^1timothy 6:6 - matthew 12:15
768^matthew 12:15 - 1corinthians 3:1
769^1corinthians 3:1 - titus 2:11
770^titus 2:11 - 1timothy 1:12
771^1timothy 1:12 - jude 1:5
772^jude 1:5 - romans 11:33
773^romans 11:33 - romans 12:1
774^romans 12:1 - ephesians 1:3
775^ephesians 1:3 - romans 2:1
776^romans 2:1 - romans 9:6
777^romans 9:6 - romans 9:18
778^romans 9:18 - 1corinthians 3:16
779^1corinthians 3:16 - 1john 5:9
780^1john 5:9 - hebrews 6:13
781^hebrews 6:13 - romans 1:18
782^romans 1:18 - john 7:10
783^john 7:10 - revelation 20:8
784^revelation 20:8 - matthew 12:33
785^matthew 12:33 - james 1:13
786^james 1:13 - acts 10:34
787^acts 10:34 - mark 9:49
788^mark 9:49 - galatians 1:10
789^galatians 1:10 - 1peter 2:13
790^1peter 2:13 - 2timothy 2:1
791^2timothy 2:1 - romans 14:1
792^romans 14:1 - acts 1:4
793^acts 1:4 - acts 15:1
794^acts 15:1 - john 12:20
795^john 12:20 - 1corinthians 1:1
796^1corinthians 1:1 - philippians 1:1
797^philippians 1:1 - romans 16:21
798^romans 16:21 - 1thessalonians 1:1
799^1thessalonians 1:1 - john 16:17
800^john 16:17 - 1timothy 6:20
801^1timothy 6:20 - galatians 4:21
802^galatians 4:21 - mark 15:27
803^mark 15:27 - 2corinthians 6:1
804^2corinthians 6:1 - 2corinthians 2:1
805^2corinthians 2:1 - 2timothy 3:1
806^2timothy 3:1 - acts 25:8
807^acts 25:8 - john 5:17
808^john 5:17 - titus 3:12
809^titus 3:12 - galatians 3:1
810^galatians 3:1 - 2peter 3:1
811^2peter 3:1 - mark 12:13
812^mark 12:13 - acts 2:37
813^acts 2:37 - luke 4:14
814^luke 4:14 - 1peter 2:11
815^1peter 2:11 - 1peter 1:1
816^1peter 1:1 - ephesians 4:18
817^ephesians 4:18 - matthew 11:28
818^matthew 11:28 - matthew 5:17
819^matthew 5:17 - luke 11:14
820^luke 11:14 - acts 20:7
821^acts 20:7 - acts 17:16
822^acts 17:16 - acts 21:17
823^acts 21:17 - 1john 2:1
824^1john 2:1 - 3john 1:1
825^3john 1:1 - john 19:25
826^john 19:25 - 2corinthians 13:11
827^2corinthians 13:11 - acts 20:13
828^acts 20:13 - luke 20:27
829^luke 20:27 - luke 4:33
830^luke 4:33 - 1peter 3:19
831^1peter 3:19 - john 8:12
832^john 8:12 - 2corinthians 4:1
833^2corinthians 4:1 - 1corinthians 2:1
834^1corinthians 2:1 - ephesians 2:10
835^ephesians 2:10 - 1john 3:1
836^1john 3:1 - acts 28:17
837^acts 28:17 - john 4:31
838^john 4:31 - matthew 23:13
839^matthew 23:13 - john 4:43
840^john 4:43 - ephesians 5:22
841^ephesians 5:22 - 2peter 3:10
842^2peter 3:10 - 1john 1:1
843^1john 1:1 - ephesians 3:13
844^ephesians 3:13 - john 19:28
845^john 19:28 - john 21:12
846^john 21:12 - matthew 4:12
847^matthew 4:12 - 2corinthians 1:3
848^2corinthians 1:3 - 2corinthians 1:15
849^2corinthians 1:15 - 2john 1:1
850^2john 1:1 - 2timothy 4:1
851^2timothy 4:1 - hebrews 6:1
852^hebrews 6:1 - 1peter 5:1
853^1peter 5:1 - 2peter 1:5
854^2peter 1:5 - acts 3:19
855^acts 3:19 - 1peter 2:1
856^1peter 2:1 - jude 1:1
857^jude 1:1 - colossians 4:1
858^colossians 4:1 - philippians 3:15
859^philippians 3:15 - luke 21:34
860^luke 21:34 - 1peter 4:1
861^1peter 4:1 - 1thessalonians 4:1
862^1thessalonians 4:1 - 1corinthians 16:1
863^1corinthians 16:1 - 1corinthians 1:10
864^1corinthians 1:10 - colossians 3:5
865^colossians 3:5 - matthew 5:38
866^matthew 5:38 - ephesians 4:1
867^ephesians 4:1 - john 13:18
868^john 13:18 - john 12:23
869^john 12:23 - john 2:18
870^john 2:18 - 1timothy 4:1
871^1timothy 4:1 - luke 21:5
872^luke 21:5 - 2peter 2:1
873^2peter 2:1 - mark 6:7
874^mark 6:7 - galatians 6:14
875^galatians 6:14 - matthew 12:22
876^matthew 12:22 - luke 22:50
877^luke 22:50 - acts 28:8
878^acts 28:8 - luke 13:10
879^luke 13:10 - matthew 15:21
880^matthew 15:21 - luke 9:37
881^luke 9:37 - mark 7:24
882^mark 7:24 - mark 5:25
883^mark 5:25 - matthew 28:9
884^matthew 28:9 - philippians 2:19
885^philippians 2:19 - mark 9:11
886^mark 9:11 - acts 18:12
887^acts 18:12 - mark 14:46
888^mark 14:46 - john 9:8
889^john 9:8 - john 19:38
890^john 19:38 - mark 15:16
891^mark 15:16 - mark 5:22
892^mark 5:22 - 2timothy 1:6
893^2timothy 1:6 - matthew 1:18
894^matthew 1:18 - acts 17:10
895^acts 17:10 - 2timothy 2:22
896^2timothy 2:22 - luke 22:54
897^luke 22:54 - titus 3:10
898^titus 3:10 - galatians 1:11
899^galatians 1:11 - galatians 6:1
900^galatians 6:1 - revelation 9:2
901^revelation 9:2 - luke 22:39
902^luke 22:39 - ephesians 1:16
903^ephesians 1:16 - mark 1:14
904^mark 1:14 - acts 9:20
905^acts 9:20 - acts 24:24
906^acts 24:24 - luke 4:42
907^luke 4:42 - 2corinthians 7:1
908^2corinthians 7:1 - 1thessalonians 5:1
909^1thessalonians 5:1 - philippians 4:4
910^philippians 4:4 - 2corinthians 12:14
911^2corinthians 12:14 - john 10:23
912^john 10:23 - 2corinthians 3:12
913^2corinthians 3:12 - 1corinthians 15:12
914^1corinthians 15:12 - matthew 12:38
915^matthew 12:38 - galatians 5:19
916^galatians 5:19 - galatians 4:14
917^galatians 4:14 - matthew 3:7
918^matthew 3:7 - 1corinthians 11:1
919^1corinthians 11:1 - 2corinthians 2:6
920^2corinthians 2:6 - colossians 4:10
921^colossians 4:10 - acts 23:27
922^acts 23:27 - 1corinthians 9:1
923^1corinthians 9:1 - philippians 1:12
924^philippians 1:12 - galatians 6:12
925^galatians 6:12 - galatians 2:1
926^galatians 2:1 - colossians 3:1
927^colossians 3:1 - 2corinthians 8:1
928^2corinthians 8:1 - revelation 10:6
929^revelation 10:6 - 1peter 3:1
930^1peter 3:1 - luke 23:26
931^luke 23:26 - 1john 5:1
932^1john 5:1 - 1corinthians 3:7
933^1corinthians 3:7 - 2corinthians 13:1
934^2corinthians 13:1 - 1corinthians 7:1
935^1corinthians 7:1 - ephesians 1:4
936^ephesians 1:4 - matthew 14:22
937^matthew 14:22 - luke 20:45
938^luke 20:45 - 1john 4:1
939^1john 4:1 - philippians 3:1
940^philippians 3:1 - galatians 5:1
941^galatians 5:1 - galatians 1:1
942^galatians 1:1 - acts 22:24
943^acts 22:24 - 2corinthians 9:1
944^2corinthians 9:1 - matthew 8:1
945^matthew 8:1 - matthew 9:32
946^matthew 9:32 - luke 7:10
947^luke 7:10 - luke 5:17
948^luke 5:17 - mark 1:23
949^mark 1:23 - matthew 8:5
950^matthew 8:5 - luke 6:17
951^luke 6:17 - luke 8:43
952^luke 8:43 - james 1:19
953^james 1:19 - titus 3:1
954^titus 3:1 - romans 8:12
955^romans 8:12 - luke 23:12
956^luke 23:12 - luke 9:7
957^luke 9:7 - luke 3:19
958^luke 3:19 - acts 12:20
959^acts 12:20 - luke 23:8
960^luke 23:8 - acts 12:1
961^acts 12:1 - matthew 2:16
962^matthew 2:16 - luke 9:7
963^luke 9:7 - matthew 14:1
964^matthew 14:1 - 1corinthians 5:10
965^1corinthians 5:10 - matthew 2:20
966^matthew 2:20 - luke 23:50
967^luke 23:50 - luke 23:46
968^luke 23:46 - john 4:27
969^john 4:27 - matthew 23:5
970^matthew 23:5 - revelation 1:8
971^revelation 1:8 - john 18:36
972^john 18:36 - matthew 27:62
973^matthew 27:62 - john 19:31
974^john 19:31 - luke 3:15
975^luke 3:15 - 2peter 2:4
976^2peter 2:4 - jude 1:5
977^jude 1:5 - 2timothy 1:13
978^2timothy 1:13 - 1peter 3:14
979^1peter 3:14 - 1timothy 5:17
980^1timothy 5:17 - 1timothy 5:3
981^1timothy 5:3 - 1timothy 3:1
982^1timothy 3:1 - luke 20:41
983^luke 20:41 - 1corinthians 13:3
984^1corinthians 13:3 - titus 1:6
985^titus 1:6 - luke 17:6
986^luke 17:6 - 1timothy 2:9
987^1timothy 2:9 - romans 3:9
988^romans 3:9 - matthew 13:34
989^matthew 13:34 - ephesians 5:1
990^ephesians 5:1 - 1corinthians 5:1
991^1corinthians 5:1 - acts 4:3
992^acts 4:3 - luke 5:4
993^luke 5:4 - mark 12:1
994^mark 12:1 - acts 17:16
995^acts 17:16 - acts 18:1
996^acts 18:1 - acts 19:1
997^acts 19:1 - galatians 1:18
998^galatians 1:18 - acts 14:8
999^acts 14:8 - john 14:1
1000^john 14:1 - acts 13:13
1001^acts 13:13 - titus 2:1
1002^titus 2:1 - revelation 4:1
1003^revelation 4:1 - titus 3:1
1004^titus 3:1 - 1corinthians 4:1
1005^1corinthians 4:1 - 1thessalonians 2:1
1006^1thessalonians 2:1 - 2timothy 4:16
1007^2timothy 4:16 - matthew 26:26
1008^matthew 26:26 - 1peter 5:1
1009^1peter 5:1 - 1timothy 5:1
1010^1timothy 5:1 - 1timothy 4:1
1011^1timothy 4:1 - 1timothy 2:1
1012^1timothy 2:1 - john 15:1
1013^john 15:1 - 2timothy 2:1
1014^2timothy 2:1 - 1corinthians 11:2
1015^1corinthians 11:2 - 1timothy 2:9
1016^1timothy 2:9 - matthew 19:16
1017^matthew 19:16 - james 4:4
1018^james 4:4 - luke 12:54
1019^luke 12:54 - matthew 1:1
1020^matthew 1:1 - luke 7:31
1021^luke 7:31 - revelation 3:10
1022^revelation 3:10 - luke 22:47
1023^luke 22:47 - acts 9:10
1024^acts 9:10 - matthew 26:57
1025^matthew 26:57 - 1corinthians 5:6
1026^1corinthians 5:6 - 1corinthians 1:10
1027^1corinthians 1:10 - acts 23:20
1028^acts 23:20 - john 7:25
1029^john 7:25 - hebrews 1:4
1030^hebrews 1:4 - luke 8:37
1031^luke 8:37 - hebrews 11:20
1032^hebrews 11:20 - romans 11:1
1033^romans 11:1 - romans 9:1
1034^romans 9:1 - romans 10:1
1035^romans 10:1 - acts 7:15
1036^acts 7:15 - romans 10:19
1037^romans 10:19 - romans 9:30
1038^romans 9:30 - james 2:1
1039^james 2:1 - mark 5:21
1040^mark 5:21 - mark 5:35
1041^mark 5:35 - matthew 4:21
1042^matthew 4:21 - acts 12:1
1043^acts 12:1 - acts 15:13
1044^acts 15:13 - acts 12:1
1045^acts 12:1 - john 3:1
1046^john 3:1 - john 21:15
1047^john 21:15 - john 21:20
1048^john 21:20 - john 4:1
1049^john 4:1 - luke 19:1
1050^luke 19:1 - matthew 5:1
1051^matthew 5:1 - matthew 26:6
1052^matthew 26:6 - mark 14:3
1053^mark 14:3 - john 21:1
1054^john 21:1 - john 20:11
1055^john 20:11 - mark 16:9
1056^mark 16:9 - luke 24:36
1057^luke 24:36 - john 20:24
1058^john 20:24 - mark 16:12
1059^mark 16:12 - john 18:28
1060^john 18:28 - mark 11:1
1061^mark 11:1 - luke 19:28
1062^luke 19:28 - hebrews 4:14
1063^hebrews 4:14 - matthew 21:23
1064^matthew 21:23 - john 3:22
1065^john 3:22 - luke 23:6
1066^luke 23:6 - matthew 27:11
1067^matthew 27:11 - john 18:19
1068^john 18:19 - matthew 26:57
1069^matthew 26:57 - matthew 4:12
1070^matthew 4:12 - matthew 19:13
1071^matthew 19:13 - mark 15:1
1072^mark 15:1 - luke 5:1
1073^luke 5:1 - mark 2:13
1074^mark 2:13 - matthew 9:9
1075^matthew 9:9 - john 1:43
1076^john 1:43 - luke 8:22
1077^luke 8:22 - matthew 8:23
1078^matthew 8:23 - matthew 21:12
1079^matthew 21:12 - john 11:17
1080^john 11:17 - mark 11:12
1081^mark 11:12 - matthew 27:1
1082^matthew 27:1 - matthew 14:13
1083^matthew 14:13 - john 18:19
1084^john 18:19 - mark 11:27
1085^mark 11:27 - john 12:1
1086^john 12:1 - mark 1:21
1087^mark 1:21 - matthew 16:21
1088^matthew 16:21 - john 7:1
1089^john 7:1 - luke 18:35
1090^luke 18:35 - luke 14:1
1091^luke 14:1 - matthew 9:1
1092^matthew 9:1 - luke 13:10
1093^luke 13:10 - matthew 14:34
1094^matthew 14:34 - matthew 8:14
1095^matthew 8:14 - mark 10:46
1096^mark 10:46 - matthew 12:1
1097^matthew 12:1 - matthew 9:27
1098^matthew 9:27 - john 9:1
1099^john 9:1 - luke 6:17
1100^luke 6:17 - john 4:43
1101^john 4:43 - john 11:54
1102^john 11:54 - hebrews 3:1
1103^hebrews 3:1 - hebrews 1:1
1104^hebrews 1:1 - luke 23:1
1105^luke 23:1 - mark 1:9
1106^mark 1:9 - revelation 22:6
1107^revelation 22:6 - john 18:12
1108^john 18:12 - 1john 5:9
1109^1john 5:9 - mark 9:1
1110^mark 9:1 - hebrews 2:5
1111^hebrews 2:5 - matthew 8:1
1112^matthew 8:1 - mark 1:16
1113^mark 1:16 - mark 11:1
1114^mark 11:1 - mark 7:24
1115^mark 7:24 - matthew 12:46
1116^matthew 12:46 - mark 3:31
1117^mark 3:31 - john 5:1
1118^john 5:1 - 1john 2:1
1119^1john 2:1 - hebrews 3:1
1120^hebrews 3:1 - matthew 26:1
1121^matthew 26:1 - john 17:1
1122^john 17:1 - luke 10:21
1123^luke 10:21 - luke 22:39
1124^luke 22:39 - mark 1:35
1125^mark 1:35 - matthew 26:36
1126^matthew 26:36 - luke 4:42
1127^luke 4:42 - john 13:18
1128^john 13:18 - john 12:20
1129^john 12:20 - matthew 26:31
1130^matthew 26:31 - luke 2:21
1131^luke 2:21 - john 14:15
1132^john 14:15 - luke 20:41
1133^luke 20:41 - mark 12:35
1134^mark 12:35 - matthew 22:41
1135^matthew 22:41 - luke 7:11
1136^luke 7:11 - john 11:38
1137^john 11:38 - john 7:1
1138^john 7:1 - luke 10:1
1139^luke 10:1 - matthew 10:5
1140^matthew 10:5 - john 19:31
1141^john 19:31 - luke 11:1
1142^luke 11:1 - john 7:1
1143^john 7:1 - matthew 19:1
1144^matthew 19:1 - matthew 11:5
1145^matthew 11:5 - john 6:22
1146^john 6:22 - john 10:1
1147^john 10:1 - john 1:29
1148^john 1:29 - john 8:12
1149^john 8:12 - john 15:1
1150^john 15:1 - matthew 14:22
1151^matthew 14:22 - matthew 16:5
1152^matthew 16:5 - john 13:1
1153^john 13:1 - john 13:1
1154^john 13:1 - luke 19:41
1155^luke 19:41 - revelation 1:4
1156^revelation 1:4 - revelation 10:9
1157^revelation 10:9 - matthew 3:1
1158^matthew 3:1 - revelation 4:1
1159^revelation 4:1 - matthew 11:1
1160^matthew 11:1 - john 1:19
1161^john 1:19 - matthew 11:1
1162^matthew 11:1 - mark 6:16
1163^mark 6:16 - matthew 11:1
1164^matthew 11:1 - revelation 1:4
1165^revelation 1:4 - john 3:22
1166^john 3:22 - john 10:40
1167^john 10:40 - revelation 1:9
1168^revelation 1:9 - matthew 2:13
1169^matthew 2:13 - acts 7:9
1170^acts 7:9 - matthew 26:14
1171^matthew 26:14 - matthew 26:14
1172^matthew 26:14 - mark 14:43
1173^mark 14:43 - john 18:1
1174^john 18:1 - matthew 27:3
1175^matthew 27:3 - matthew 27:3
1176^matthew 27:3 - john 6:70
1177^john 6:70 - mark 14:10
1178^mark 14:10 - matthew 26:20
1179^matthew 26:20 - jude 1:8
1180^jude 1:8 - matthew 7:1
1181^matthew 7:1 - luke 6:37
1182^luke 6:37 - matthew 7:1
1183^matthew 7:1 - romans 4:1
1184^romans 4:1 - romans 3:21
1185^romans 3:21 - acts 12:1
1186^acts 12:1 - revelation 18:9
1187^revelation 18:9 - matthew 23:37
1188^matthew 23:37 - revelation 3:14
1189^revelation 3:14 - 1corinthians 11:25
1190^1corinthians 11:25 - mark 3:20
1191^mark 3:20 - 1corinthians 6:1
1192^1corinthians 6:1 - 1corinthians 10:1
1193^1corinthians 10:1 - 2corinthians 3:1
1194^2corinthians 3:1 - 2john 1:8
1195^2john 1:8 - 2corinthians 10:1
1196^2corinthians 10:1 - matthew 24:3
1197^matthew 24:3 - romans 6:12
1198^romans 6:12 - philippians 2:12
1199^philippians 2:12 - 1corinthians 7:17
1200^1corinthians 7:17 - 1peter 4:1
1201^1peter 4:1 - luke 13:22
1202^luke 13:22 - romans 12:1
1203^romans 12:1 - 1thessalonians 4:1
1204^1thessalonians 4:1 - john 7:37
1205^john 7:37 - 1corinthians 13:1
1206^1corinthians 13:1 - romans 12:1
1207^romans 12:1 - romans 12:9
1208^romans 12:9 - 1john 4:7
1209^1john 4:7 - romans 13:8
1210^romans 13:8 - romans 13:8
1211^romans 13:8 - john 13:31
1212^john 13:31 - 1john 2:7
1213^1john 2:7 - matthew 5:38
1214^matthew 5:38 - romans 12:9
1215^romans 12:9 - luke 16:14
1216^luke 16:14 - acts 16:11
1217^acts 16:11 - luke 10:23
1218^luke 10:23 - acts 11:5
1219^acts 11:5 - 2thessalonians 3:5
1220^2thessalonians 3:5 - john 2:23
1221^john 2:23 - john 6:66
1222^john 6:66 - john 6:59
1223^john 6:59 - mark 1:32
1224^mark 1:32 - john 11:45
1225^john 11:45 - hebrews 11:30
1226^hebrews 11:30 - john 4:39
1227^john 4:39 - john 4:39
1228^john 4:39 - luke 10:38
1229^luke 10:38 - john 12:1
1230^john 12:1 - john 20:1
1231^john 20:1 - luke 2:22
1232^luke 2:22 - luke 1:39
1233^luke 1:39 - luke 1:46
1234^luke 1:46 - acts 1:12
1235^acts 1:12 - acts 1:12
1236^acts 1:12 - mark 7:14
1237^mark 7:14 - hebrews 7:1
1238^hebrews 7:1 - 1corinthians 6:9
1239^1corinthians 6:9 - romans 14:1
1240^romans 14:1 - 1corinthians 3:16
1241^1corinthians 3:16 - revelation 12:7
1242^revelation 12:7 - hebrews 5:11
1243^hebrews 5:11 - 1corinthians 3:1
1244^1corinthians 3:1 - 2corinthians 3:1
1245^2corinthians 3:1 - mark 2:1
1246^mark 2:1 - mark 1:21
1247^mark 1:21 - luke 7:1
1248^luke 7:1 - john 2:1
1249^john 2:1 - acts 13:1
1250^acts 13:1 - romans 8:35
1251^romans 8:35 - hebrews 11:23
1252^hebrews 11:23 - acts 7:20
1253^acts 7:20 - acts 7:22
1254^acts 7:22 - hebrews 5:11
1255^hebrews 5:11 - mark 3:7
1256^mark 3:7 - hebrews 5:11
1257^hebrews 5:11 - ephesians 4:17
1258^ephesians 4:17 - romans 2:6
1259^romans 2:6 - romans 2:1
1260^romans 2:1 - john 15:9
1261^john 15:9 - romans 7:1
1262^romans 7:1 - romans 12:3
1263^romans 12:3 - galatians 1:6
1264^galatians 1:6 - romans 2:17
1265^romans 2:17 - james 2:25
1266^james 2:25 - james 2:21
1267^james 2:21 - matthew 10:34
1268^matthew 10:34 - luke 12:49
1269^luke 12:49 - 2corinthians 5:12
1270^2corinthians 5:12 - ephesians 5:7
1271^ephesians 5:7 - 1timothy 6:3
1272^1timothy 6:3 - romans 8:38
1273^romans 8:38 - revelation 22:18
1274^revelation 22:18 - revelation 22:18
1275^revelation 22:18 - matthew 5:33
1276^matthew 5:33 - revelation 7:9
1277^revelation 7:9 - luke 18:15
1278^luke 18:15 - 1timothy 5:17
1279^1timothy 5:17 - john 3:14
1280^john 3:14 - luke 20:19
1281^luke 20:19 - 2corinthians 11:5
1282^2corinthians 11:5 - 2corinthians 11:7
1283^2corinthians 11:7 - john 5:36
1284^john 5:36 - 2timothy 2:17
1285^2timothy 2:17 - john 5:31
1286^john 5:31 - 1timothy 1:11
1287^1timothy 1:11 - acts 13:6
1288^acts 13:6 - ephesians 6:5
1289^ephesians 6:5 - 1timothy 3:15
1290^1timothy 3:15 - matthew 13:47
1291^matthew 13:47 - 1timothy 6:1
1292^1timothy 6:1 - titus 2:10
1293^titus 2:10 - luke 18:1
1294^luke 18:1 - luke 17:22
1295^luke 17:22 - matthew 13:33
1296^matthew 13:33 - matthew 13:31
1297^matthew 13:31 - matthew 13:45
1298^matthew 13:45 - luke 18:9
1299^luke 18:9 - luke 15:8
1300^luke 15:8 - luke 15:11
1301^luke 15:11 - 1timothy 1:5
1302^1timothy 1:5 - 2corinthians 6:10
1303^2corinthians 6:10 - 1timothy 5:3
1304^1timothy 5:3 - luke 19:1
1305^luke 19:1 - john 3:1
1306^john 3:1 - acts 13:4
1307^acts 13:4 - john 4:1
1308^john 4:1 - matthew 26:31
1309^matthew 26:31 - acts 23:1
1310^acts 23:1 - ephesians 2:11
1311^ephesians 2:11 - matthew 26:57
1312^matthew 26:57 - 2corinthians 6:11
1313^2corinthians 6:11 - revelation 1:1
1314^revelation 1:1 - jude 1:1
1315^jude 1:1 - mark 3:20
1316^mark 3:20 - 1corinthians 9:22
1317^1corinthians 9:22 - 1corinthians 14:26
1318^1corinthians 14:26 - 1timothy 6:3
1319^1timothy 6:3 - james 1:26
1320^james 1:26 - 1corinthians 6:15
1321^1corinthians 6:15 - 2corinthians 5:1
1322^2corinthians 5:1 - romans 4:24
1323^romans 4:24 - 1corinthians 15:12
1324^1corinthians 15:12 - ephesians 6:10
1325^ephesians 6:10 - 1corinthians 9:24
1326^1corinthians 9:24 - 2corinthians 11:1
1327^2corinthians 11:1 - 1john 4:7
1328^1john 4:7 - 1john 2:1
1329^1john 2:1 - 1john 5:1
1330^1john 5:1 - 1timothy 3:1
1331^1timothy 3:1 - matthew 13:1
1332^matthew 13:1 - 2peter 1:3
1333^2peter 1:3 - luke 22:1
1334^luke 22:1 - james 5:7
1335^james 5:7 - 1peter 2:20
1336^1peter 2:20 - acts 7:1
1337^acts 7:1 - acts 21:37
1338^acts 21:37 - acts 28:1
1339^acts 28:1 - acts 13:1
1340^acts 13:1 - acts 14:1
1341^acts 14:1 - acts 15:36
1342^acts 15:36 - acts 16:22
1343^acts 16:22 - 2corinthians 11:1
1344^2corinthians 11:1 - acts 25:10
1345^acts 25:10 - acts 28:11
1346^acts 28:11 - acts 25:23
1347^acts 25:23 - acts 23:23
1348^acts 23:23 - acts 25:1
1349^acts 25:1 - acts 18:12
1350^acts 18:12 - acts 23:1
1351^acts 23:1 - acts 24:1
1352^acts 24:1 - acts 21:1
1353^acts 21:1 - 2thessalonians 1:1
1354^2thessalonians 1:1 - romans 1:1
1355^romans 1:1 - galatians 2:11
1356^galatians 2:11 - 2thessalonians 3:1
1357^2thessalonians 3:1 - acts 22:1
1358^acts 22:1 - romans 15:15
1359^romans 15:15 - philippians 2:1
1360^philippians 2:1 - acts 20:1
1361^acts 20:1 - 2corinthians 1:1
1362^2corinthians 1:1 - romans 1:1
1363^romans 1:1 - acts 16:1
1364^acts 16:1 - acts 20:1
1365^acts 20:1 - acts 26:1
1366^acts 26:1 - romans 9:1
1367^romans 9:1 - acts 14:19
1368^acts 14:19 - acts 18:1
1369^acts 18:1 - acts 19:8
1370^acts 19:8 - acts 23:1
1371^acts 23:1 - acts 13:13
1372^acts 13:13 - acts 28:16
1373^acts 28:16 - acts 17:1
1374^acts 17:1 - 1thessalonians 2:1
1375^1thessalonians 2:1 - 2corinthians 1:1
1376^2corinthians 1:1 - philemon 1:1
1377^philemon 1:1 - acts 18:18
1378^acts 18:18 - 2corinthians 1:1
1379^2corinthians 1:1 - acts 21:27
1380^acts 21:27 - acts 23:23
1381^acts 23:23 - acts 15:36
1382^acts 15:36 - acts 27:1
1383^acts 27:1 - colossians 2:1
1384^colossians 2:1 - philippians 1:1
1385^philippians 1:1 - acts 22:20
1386^acts 22:20 - acts 7:58
1387^acts 7:58 - romans 15:14
1388^romans 15:14 - acts 22:22
1389^acts 22:22 - 1corinthians 9:19
1390^1corinthians 9:19 - acts 21:1
1391^acts 21:1 - acts 27:1
1392^acts 27:1 - 2thessalonians 2:1
1393^2thessalonians 2:1 - acts 21:8
1394^acts 21:8 - 1corinthians 4:14
1395^1corinthians 4:14 - romans 16:1
1396^romans 16:1 - acts 17:22
1397^acts 17:22 - 2corinthians 10:1
1398^2corinthians 10:1 - philemon 1:8
1399^philemon 1:8 - acts 21:17
1400^acts 21:17 - 2corinthians 1:12
1401^2corinthians 1:12 - 1timothy 1:18
1402^1timothy 1:18 - galatians 4:8
1403^galatians 4:8 - romans 9:1
1404^romans 9:1 - acts 24:10
1405^acts 24:10 - acts 22:1
1406^acts 22:1 - 2corinthians 6:11
1407^2corinthians 6:11 - acts 20:17
1408^acts 20:17 - 2corinthians 10:1
1409^2corinthians 10:1 - acts 13:1
1410^acts 13:1 - ephesians 1:1
1411^ephesians 1:1 - galatians 1:1
1412^galatians 1:1 - 1timothy 1:1
1413^1timothy 1:1 - titus 1:1
1414^titus 1:1 - philippians 1:12
1415^philippians 1:12 - 2corinthians 1:12
1416^2corinthians 1:12 - 2corinthians 7:1
1417^2corinthians 7:1 - 1thessalonians 2:17
1418^1thessalonians 2:17 - 2timothy 1:1
1419^2timothy 1:1 - 2corinthians 2:12
1420^2corinthians 2:12 - ephesians 3:14
1421^ephesians 3:14 - galatians 1:18
1422^galatians 1:18 - 2corinthians 12:1
1423^2corinthians 12:1 - romans 5:14
1424^romans 5:14 - acts 15:36
1425^acts 15:36 - 2corinthians 11:16
1426^2corinthians 11:16 - colossians 1:24
1427^colossians 1:24 - acts 26:1
1428^acts 26:1 - acts 18:23
1429^acts 18:23 - 2corinthians 12:5
1430^2corinthians 12:5 - romans 15:23
1431^romans 15:23 - acts 25:1
1432^acts 25:1 - acts 16:6
1433^acts 16:6 - john 14:27
1434^john 14:27 - john 16:33
1435^john 16:33 - acts 2:1
1436^acts 2:1 - revelation 18:4
1437^revelation 18:4 - revelation 2:12
1438^revelation 2:12 - revelation 2:12
1439^revelation 2:12 - acts 21:37
1440^acts 21:37 - john 16:1
1441^john 16:1 - acts 16:16
1442^acts 16:16 - galatians 1:1
1443^galatians 1:1 - 2timothy 4:9
1444^2timothy 4:9 - romans 16:1
1445^romans 16:1 - acts 2:14
1446^acts 2:14 - acts 4:1
1447^acts 4:1 - acts 8:14
1448^acts 8:14 - acts 15:7
1449^acts 15:7 - acts 11:1
1450^acts 11:1 - acts 10:17
1451^acts 10:17 - john 6:68
1452^john 6:68 - matthew 26:69
1453^matthew 26:69 - acts 3:1
1454^acts 3:1 - acts 9:32
1455^acts 9:32 - acts 3:1
1456^acts 3:1 - john 18:10
1457^john 18:10 - acts 3:11
1458^acts 3:11 - acts 10:24
1459^acts 10:24 - matthew 16:13
1460^matthew 16:13 - john 6:66
1461^john 6:66 - john 18:15
1462^john 18:15 - 2peter 1:1
1463^2peter 1:1 - john 18:15
1464^john 18:15 - acts 9:31
1465^acts 9:31 - mark 1:29
1466^mark 1:29 - luke 4:38
1467^luke 4:38 - acts 11:1
1468^acts 11:1 - acts 12:3
1469^acts 12:3 - john 18:25
